model,pred_len,data_id,learning_rate,inner_lr,meta_lr,rec_lambda,auxi_lambda,rank_ratio,lradj,train_epochs,patience,batch_size,auxi_batch_size,warmup_steps,meta_inner_steps,overlap_ratio,num_tasks,max_norm,auxi_loss,first_order,auxi_mode,auxi_type,pca_dim,reinit,use_weights,sample_attn,mse,mae,exp_dir
Fredformer,96,ECL,0.001,0.001,0.1,0.2,0.8,0.5,TST,100,5,32,64,300,1,0.0,3,5.0,MAE,1,basis,pca,T,1,0,0,0.1435462236404419,0.23694077134132385,/mnt/tidalfs-bdsz01/dataset/llm_dataset/plc_data/TransDF/results/meta_tune/Fredformer_ECL_96_0.2_0.8_0.001_0.001_0.1_TST_100_5_32_64_0.5_5.0_3_0.0_1_MAE_1_300_basis_pca_T_1_0_0
Fredformer,96,ECL,0.001,0.001,0.1,0.2,0.8,0.5,TST,100,5,32,64,300,1,0.0,3,5.0,MAE,1,basis,pca,T,1,0,1,0.14406780898571014,0.2369290292263031,/mnt/tidalfs-bdsz01/dataset/llm_dataset/plc_data/TransDF/results/meta_tune/Fredformer_ECL_96_0.2_0.8_0.001_0.001_0.1_TST_100_5_32_64_0.5_5.0_3_0.0_1_MAE_1_300_basis_pca_T_1_0_1
Fredformer,96,ECL,0.001,0.001,0.1,0.2,0.8,0.5,TST,100,5,32,64,500,1,0.0,3,5.0,MAE,1,basis,pca,T,1,0,0,0.14488475024700165,0.23932063579559326,/mnt/tidalfs-bdsz01/dataset/llm_dataset/plc_data/TransDF/results/meta_tune/Fredformer_ECL_96_0.2_0.8_0.001_0.001_0.1_TST_100_5_32_64_0.5_5.0_3_0.0_1_MAE_1_500_basis_pca_T_1_0_0
Fredformer,96,ECL,0.001,0.001,0.1,0.2,0.8,0.5,TST,100,5,32,64,500,1,0.0,3,5.0,MAE,1,basis,pca,T,1,0,1,0.14380225539207458,0.23693762719631195,/mnt/tidalfs-bdsz01/dataset/llm_dataset/plc_data/TransDF/results/meta_tune/Fredformer_ECL_96_0.2_0.8_0.001_0.001_0.1_TST_100_5_32_64_0.5_5.0_3_0.0_1_MAE_1_500_basis_pca_T_1_0_1
Fredformer,96,ECL,0.001,0.001,0.1,0.2,0.8,0.5,TST,100,5,32,64,700,1,0.0,3,5.0,MAE,1,basis,pca,T,1,0,0,0.14539851248264313,0.24017420411109924,/mnt/tidalfs-bdsz01/dataset/llm_dataset/plc_data/TransDF/results/meta_tune/Fredformer_ECL_96_0.2_0.8_0.001_0.001_0.1_TST_100_5_32_64_0.5_5.0_3_0.0_1_MAE_1_700_basis_pca_T_1_0_0
Fredformer,96,ECL,0.001,0.001,0.1,0.2,0.8,0.5,TST,100,5,32,64,700,1,0.0,3,5.0,MAE,1,basis,pca,T,1,0,1,0.14495666325092316,0.23722223937511444,/mnt/tidalfs-bdsz01/dataset/llm_dataset/plc_data/TransDF/results/meta_tune/Fredformer_ECL_96_0.2_0.8_0.001_0.001_0.1_TST_100_5_32_64_0.5_5.0_3_0.0_1_MAE_1_700_basis_pca_T_1_0_1
Fredformer,96,ECL,0.001,0.001,0.1,0.2,0.8,1.0,TST,100,5,32,64,300,1,0.0,3,5.0,MAE,1,basis,pca,T,1,0,0,0.14508099853992462,0.2392716407775879,/mnt/tidalfs-bdsz01/dataset/llm_dataset/plc_data/TransDF/results/meta_tune/Fredformer_ECL_96_0.2_0.8_0.001_0.001_0.1_TST_100_5_32_64_1.0_5.0_3_0.0_1_MAE_1_300_basis_pca_T_1_0_0
Fredformer,96,ECL,0.001,0.001,0.1,0.2,0.8,1.0,TST,100,5,32,64,300,1,0.0,3,5.0,MAE,1,basis,pca,T,1,0,1,0.14516504108905792,0.2384657859802246,/mnt/tidalfs-bdsz01/dataset/llm_dataset/plc_data/TransDF/results/meta_tune/Fredformer_ECL_96_0.2_0.8_0.001_0.001_0.1_TST_100_5_32_64_1.0_5.0_3_0.0_1_MAE_1_300_basis_pca_T_1_0_1
Fredformer,96,ECL,0.001,0.001,0.1,0.2,0.8,1.0,TST,100,5,32,64,500,1,0.0,3,5.0,MAE,1,basis,pca,T,1,0,0,0.1440879851579666,0.23789721727371216,/mnt/tidalfs-bdsz01/dataset/llm_dataset/plc_data/TransDF/results/meta_tune/Fredformer_ECL_96_0.2_0.8_0.001_0.001_0.1_TST_100_5_32_64_1.0_5.0_3_0.0_1_MAE_1_500_basis_pca_T_1_0_0
Fredformer,96,ECL,0.001,0.001,0.1,0.2,0.8,1.0,TST,100,5,32,64,500,1,0.0,3,5.0,MAE,1,basis,pca,T,1,0,1,0.14333653450012207,0.23565611243247986,/mnt/tidalfs-bdsz01/dataset/llm_dataset/plc_data/TransDF/results/meta_tune/Fredformer_ECL_96_0.2_0.8_0.001_0.001_0.1_TST_100_5_32_64_1.0_5.0_3_0.0_1_MAE_1_500_basis_pca_T_1_0_1
Fredformer,96,ECL,0.001,0.001,0.1,0.2,0.8,1.0,TST,100,5,32,64,700,1,0.0,3,5.0,MAE,1,basis,pca,T,1,0,0,0.14424969255924225,0.23783420026302338,/mnt/tidalfs-bdsz01/dataset/llm_dataset/plc_data/TransDF/results/meta_tune/Fredformer_ECL_96_0.2_0.8_0.001_0.001_0.1_TST_100_5_32_64_1.0_5.0_3_0.0_1_MAE_1_700_basis_pca_T_1_0_0
Fredformer,96,ECL,0.001,0.001,0.1,0.2,0.8,1.0,TST,100,5,32,64,700,1,0.0,3,5.0,MAE,1,basis,pca,T,1,0,1,0.14299947023391724,0.23516876995563507,/mnt/tidalfs-bdsz01/dataset/llm_dataset/plc_data/TransDF/results/meta_tune/Fredformer_ECL_96_0.2_0.8_0.001_0.001_0.1_TST_100_5_32_64_1.0_5.0_3_0.0_1_MAE_1_700_basis_pca_T_1_0_1
Fredformer,96,ECL,0.01,0.01,0.1,0.2,0.8,0.5,TST,100,5,32,64,300,1,0.0,3,5.0,MAE,1,basis,pca,T,1,0,0,0.17210155725479126,0.27029168605804443,/mnt/tidalfs-bdsz01/dataset/llm_dataset/plc_data/TransDF/results/meta_tune/Fredformer_ECL_96_0.2_0.8_0.01_0.01_0.1_TST_100_5_32_64_0.5_5.0_3_0.0_1_MAE_1_300_basis_pca_T_1_0_0
Fredformer,96,ECL,0.01,0.01,0.1,0.2,0.8,0.5,TST,100,5,32,64,300,1,0.0,3,5.0,MAE,1,basis,pca,T,1,0,1,0.1552242785692215,0.24927538633346558,/mnt/tidalfs-bdsz01/dataset/llm_dataset/plc_data/TransDF/results/meta_tune/Fredformer_ECL_96_0.2_0.8_0.01_0.01_0.1_TST_100_5_32_64_0.5_5.0_3_0.0_1_MAE_1_300_basis_pca_T_1_0_1
Fredformer,96,ECL,0.01,0.01,0.1,0.2,0.8,0.5,TST,100,5,32,64,500,1,0.0,3,5.0,MAE,1,basis,pca,T,1,0,0,0.17146334052085876,0.26887208223342896,/mnt/tidalfs-bdsz01/dataset/llm_dataset/plc_data/TransDF/results/meta_tune/Fredformer_ECL_96_0.2_0.8_0.01_0.01_0.1_TST_100_5_32_64_0.5_5.0_3_0.0_1_MAE_1_500_basis_pca_T_1_0_0
Fredformer,96,ECL,0.01,0.01,0.1,0.2,0.8,0.5,TST,100,5,32,64,500,1,0.0,3,5.0,MAE,1,basis,pca,T,1,0,1,0.15591806173324585,0.25033482909202576,/mnt/tidalfs-bdsz01/dataset/llm_dataset/plc_data/TransDF/results/meta_tune/Fredformer_ECL_96_0.2_0.8_0.01_0.01_0.1_TST_100_5_32_64_0.5_5.0_3_0.0_1_MAE_1_500_basis_pca_T_1_0_1
Fredformer,96,ECL,0.01,0.01,0.1,0.2,0.8,0.5,TST,100,5,32,64,700,1,0.0,3,5.0,MAE,1,basis,pca,T,1,0,0,0.1721438318490982,0.2700444757938385,/mnt/tidalfs-bdsz01/dataset/llm_dataset/plc_data/TransDF/results/meta_tune/Fredformer_ECL_96_0.2_0.8_0.01_0.01_0.1_TST_100_5_32_64_0.5_5.0_3_0.0_1_MAE_1_700_basis_pca_T_1_0_0
Fredformer,96,ECL,0.01,0.01,0.1,0.2,0.8,0.5,TST,100,5,32,64,700,1,0.0,3,5.0,MAE,1,basis,pca,T,1,0,1,0.1548769176006317,0.24964147806167603,/mnt/tidalfs-bdsz01/dataset/llm_dataset/plc_data/TransDF/results/meta_tune/Fredformer_ECL_96_0.2_0.8_0.01_0.01_0.1_TST_100_5_32_64_0.5_5.0_3_0.0_1_MAE_1_700_basis_pca_T_1_0_1
Fredformer,96,ECL,0.01,0.01,0.1,0.2,0.8,1.0,TST,100,5,32,64,300,1,0.0,3,5.0,MAE,1,basis,pca,T,1,0,0,0.15750786662101746,0.2545543313026428,/mnt/tidalfs-bdsz01/dataset/llm_dataset/plc_data/TransDF/results/meta_tune/Fredformer_ECL_96_0.2_0.8_0.01_0.01_0.1_TST_100_5_32_64_1.0_5.0_3_0.0_1_MAE_1_300_basis_pca_T_1_0_0
Fredformer,96,ECL,0.01,0.01,0.1,0.2,0.8,1.0,TST,100,5,32,64,300,1,0.0,3,5.0,MAE,1,basis,pca,T,1,0,1,0.1544608473777771,0.2496415078639984,/mnt/tidalfs-bdsz01/dataset/llm_dataset/plc_data/TransDF/results/meta_tune/Fredformer_ECL_96_0.2_0.8_0.01_0.01_0.1_TST_100_5_32_64_1.0_5.0_3_0.0_1_MAE_1_300_basis_pca_T_1_0_1
Fredformer,96,ECL,0.01,0.01,0.1,0.2,0.8,1.0,TST,100,5,32,64,500,1,0.0,3,5.0,MAE,1,basis,pca,T,1,0,0,0.16485734283924103,0.26386672258377075,/mnt/tidalfs-bdsz01/dataset/llm_dataset/plc_data/TransDF/results/meta_tune/Fredformer_ECL_96_0.2_0.8_0.01_0.01_0.1_TST_100_5_32_64_1.0_5.0_3_0.0_1_MAE_1_500_basis_pca_T_1_0_0
Fredformer,96,ECL,0.01,0.01,0.1,0.2,0.8,1.0,TST,100,5,32,64,500,1,0.0,3,5.0,MAE,1,basis,pca,T,1,0,1,0.15467888116836548,0.2498847246170044,/mnt/tidalfs-bdsz01/dataset/llm_dataset/plc_data/TransDF/results/meta_tune/Fredformer_ECL_96_0.2_0.8_0.01_0.01_0.1_TST_100_5_32_64_1.0_5.0_3_0.0_1_MAE_1_500_basis_pca_T_1_0_1
Fredformer,96,ECL,0.01,0.01,0.1,0.2,0.8,1.0,TST,100,5,32,64,700,1,0.0,3,5.0,MAE,1,basis,pca,T,1,0,0,0.16588865220546722,0.2630038261413574,/mnt/tidalfs-bdsz01/dataset/llm_dataset/plc_data/TransDF/results/meta_tune/Fredformer_ECL_96_0.2_0.8_0.01_0.01_0.1_TST_100_5_32_64_1.0_5.0_3_0.0_1_MAE_1_700_basis_pca_T_1_0_0
Fredformer,96,ECL,0.01,0.01,0.1,0.2,0.8,1.0,TST,100,5,32,64,700,1,0.0,3,5.0,MAE,1,basis,pca,T,1,0,1,0.15469571948051453,0.24863854050636292,/mnt/tidalfs-bdsz01/dataset/llm_dataset/plc_data/TransDF/results/meta_tune/Fredformer_ECL_96_0.2_0.8_0.01_0.01_0.1_TST_100_5_32_64_1.0_5.0_3_0.0_1_MAE_1_700_basis_pca_T_1_0_1
Fredformer,96,ECL,0.001,0.001,0.1,0.3,0.7,0.5,TST,100,5,32,64,300,1,0.0,3,5.0,MAE,1,basis,pca,T,1,0,0,0.14464837312698364,0.23782239854335785,/mnt/tidalfs-bdsz01/dataset/llm_dataset/plc_data/TransDF/results/meta_tune/Fredformer_ECL_96_0.3_0.7_0.001_0.001_0.1_TST_100_5_32_64_0.5_5.0_3_0.0_1_MAE_1_300_basis_pca_T_1_0_0
Fredformer,96,ECL,0.001,0.001,0.1,0.3,0.7,0.5,TST,100,5,32,64,300,1,0.0,3,5.0,MAE,1,basis,pca,T,1,0,1,0.14520473778247833,0.23873870074748993,/mnt/tidalfs-bdsz01/dataset/llm_dataset/plc_data/TransDF/results/meta_tune/Fredformer_ECL_96_0.3_0.7_0.001_0.001_0.1_TST_100_5_32_64_0.5_5.0_3_0.0_1_MAE_1_300_basis_pca_T_1_0_1
Fredformer,96,ECL,0.001,0.001,0.1,0.3,0.7,0.5,TST,100,5,32,64,500,1,0.0,3,5.0,MAE,1,basis,pca,T,1,0,0,0.14479511976242065,0.23847492039203644,/mnt/tidalfs-bdsz01/dataset/llm_dataset/plc_data/TransDF/results/meta_tune/Fredformer_ECL_96_0.3_0.7_0.001_0.001_0.1_TST_100_5_32_64_0.5_5.0_3_0.0_1_MAE_1_500_basis_pca_T_1_0_0
Fredformer,96,ECL,0.001,0.001,0.1,0.3,0.7,0.5,TST,100,5,32,64,500,1,0.0,3,5.0,MAE,1,basis,pca,T,1,0,1,0.1445079743862152,0.23712512850761414,/mnt/tidalfs-bdsz01/dataset/llm_dataset/plc_data/TransDF/results/meta_tune/Fredformer_ECL_96_0.3_0.7_0.001_0.001_0.1_TST_100_5_32_64_0.5_5.0_3_0.0_1_MAE_1_500_basis_pca_T_1_0_1
Fredformer,96,ECL,0.001,0.001,0.1,0.3,0.7,0.5,TST,100,5,32,64,700,1,0.0,3,5.0,MAE,1,basis,pca,T,1,0,0,0.1449011117219925,0.2393592894077301,/mnt/tidalfs-bdsz01/dataset/llm_dataset/plc_data/TransDF/results/meta_tune/Fredformer_ECL_96_0.3_0.7_0.001_0.001_0.1_TST_100_5_32_64_0.5_5.0_3_0.0_1_MAE_1_700_basis_pca_T_1_0_0
Fredformer,96,ECL,0.001,0.001,0.1,0.3,0.7,0.5,TST,100,5,32,64,700,1,0.0,3,5.0,MAE,1,basis,pca,T,1,0,1,0.14444342255592346,0.23672044277191162,/mnt/tidalfs-bdsz01/dataset/llm_dataset/plc_data/TransDF/results/meta_tune/Fredformer_ECL_96_0.3_0.7_0.001_0.001_0.1_TST_100_5_32_64_0.5_5.0_3_0.0_1_MAE_1_700_basis_pca_T_1_0_1
Fredformer,96,ECL,0.001,0.001,0.1,0.3,0.7,1.0,TST,100,5,32,64,300,1,0.0,3,5.0,MAE,1,basis,pca,T,1,0,0,0.14448252320289612,0.23827624320983887,/mnt/tidalfs-bdsz01/dataset/llm_dataset/plc_data/TransDF/results/meta_tune/Fredformer_ECL_96_0.3_0.7_0.001_0.001_0.1_TST_100_5_32_64_1.0_5.0_3_0.0_1_MAE_1_300_basis_pca_T_1_0_0
Fredformer,96,ECL,0.001,0.001,0.1,0.3,0.7,1.0,TST,100,5,32,64,300,1,0.0,3,5.0,MAE,1,basis,pca,T,1,0,1,0.14356468617916107,0.2360319048166275,/mnt/tidalfs-bdsz01/dataset/llm_dataset/plc_data/TransDF/results/meta_tune/Fredformer_ECL_96_0.3_0.7_0.001_0.001_0.1_TST_100_5_32_64_1.0_5.0_3_0.0_1_MAE_1_300_basis_pca_T_1_0_1
Fredformer,96,ECL,0.001,0.001,0.1,0.3,0.7,1.0,TST,100,5,32,64,500,1,0.0,3,5.0,MAE,1,basis,pca,T,1,0,0,0.1444120705127716,0.23791007697582245,/mnt/tidalfs-bdsz01/dataset/llm_dataset/plc_data/TransDF/results/meta_tune/Fredformer_ECL_96_0.3_0.7_0.001_0.001_0.1_TST_100_5_32_64_1.0_5.0_3_0.0_1_MAE_1_500_basis_pca_T_1_0_0
Fredformer,96,ECL,0.001,0.001,0.1,0.3,0.7,1.0,TST,100,5,32,64,500,1,0.0,3,5.0,MAE,1,basis,pca,T,1,0,1,0.1440882831811905,0.23709583282470703,/mnt/tidalfs-bdsz01/dataset/llm_dataset/plc_data/TransDF/results/meta_tune/Fredformer_ECL_96_0.3_0.7_0.001_0.001_0.1_TST_100_5_32_64_1.0_5.0_3_0.0_1_MAE_1_500_basis_pca_T_1_0_1
Fredformer,96,ECL,0.001,0.001,0.1,0.3,0.7,1.0,TST,100,5,32,64,700,1,0.0,3,5.0,MAE,1,basis,pca,T,1,0,0,0.14481250941753387,0.2383754551410675,/mnt/tidalfs-bdsz01/dataset/llm_dataset/plc_data/TransDF/results/meta_tune/Fredformer_ECL_96_0.3_0.7_0.001_0.001_0.1_TST_100_5_32_64_1.0_5.0_3_0.0_1_MAE_1_700_basis_pca_T_1_0_0
Fredformer,96,ECL,0.001,0.001,0.1,0.3,0.7,1.0,TST,100,5,32,64,700,1,0.0,3,5.0,MAE,1,basis,pca,T,1,0,1,0.14429886639118195,0.23733505606651306,/mnt/tidalfs-bdsz01/dataset/llm_dataset/plc_data/TransDF/results/meta_tune/Fredformer_ECL_96_0.3_0.7_0.001_0.001_0.1_TST_100_5_32_64_1.0_5.0_3_0.0_1_MAE_1_700_basis_pca_T_1_0_1
Fredformer,96,ECL,0.01,0.01,0.1,0.3,0.7,0.5,TST,100,5,32,64,300,1,0.0,3,5.0,MAE,1,basis,pca,T,1,0,0,0.16620522737503052,0.26429009437561035,/mnt/tidalfs-bdsz01/dataset/llm_dataset/plc_data/TransDF/results/meta_tune/Fredformer_ECL_96_0.3_0.7_0.01_0.01_0.1_TST_100_5_32_64_0.5_5.0_3_0.0_1_MAE_1_300_basis_pca_T_1_0_0
Fredformer,96,ECL,0.01,0.01,0.1,0.3,0.7,0.5,TST,100,5,32,64,300,1,0.0,3,5.0,MAE,1,basis,pca,T,1,0,1,0.15611018240451813,0.25080353021621704,/mnt/tidalfs-bdsz01/dataset/llm_dataset/plc_data/TransDF/results/meta_tune/Fredformer_ECL_96_0.3_0.7_0.01_0.01_0.1_TST_100_5_32_64_0.5_5.0_3_0.0_1_MAE_1_300_basis_pca_T_1_0_1
Fredformer,96,ECL,0.01,0.01,0.1,0.3,0.7,0.5,TST,100,5,32,64,500,1,0.0,3,5.0,MAE,1,basis,pca,T,1,0,0,0.16753003001213074,0.26599404215812683,/mnt/tidalfs-bdsz01/dataset/llm_dataset/plc_data/TransDF/results/meta_tune/Fredformer_ECL_96_0.3_0.7_0.01_0.01_0.1_TST_100_5_32_64_0.5_5.0_3_0.0_1_MAE_1_500_basis_pca_T_1_0_0
Fredformer,96,ECL,0.01,0.01,0.1,0.3,0.7,0.5,TST,100,5,32,64,500,1,0.0,3,5.0,MAE,1,basis,pca,T,1,0,1,0.1557539403438568,0.25028669834136963,/mnt/tidalfs-bdsz01/dataset/llm_dataset/plc_data/TransDF/results/meta_tune/Fredformer_ECL_96_0.3_0.7_0.01_0.01_0.1_TST_100_5_32_64_0.5_5.0_3_0.0_1_MAE_1_500_basis_pca_T_1_0_1
Fredformer,96,ECL,0.01,0.01,0.1,0.3,0.7,0.5,TST,100,5,32,64,700,1,0.0,3,5.0,MAE,1,basis,pca,T,1,0,0,0.16742558777332306,0.2641791105270386,/mnt/tidalfs-bdsz01/dataset/llm_dataset/plc_data/TransDF/results/meta_tune/Fredformer_ECL_96_0.3_0.7_0.01_0.01_0.1_TST_100_5_32_64_0.5_5.0_3_0.0_1_MAE_1_700_basis_pca_T_1_0_0
Fredformer,96,ECL,0.01,0.01,0.1,0.3,0.7,0.5,TST,100,5,32,64,700,1,0.0,3,5.0,MAE,1,basis,pca,T,1,0,1,0.15512920916080475,0.24955116212368011,/mnt/tidalfs-bdsz01/dataset/llm_dataset/plc_data/TransDF/results/meta_tune/Fredformer_ECL_96_0.3_0.7_0.01_0.01_0.1_TST_100_5_32_64_0.5_5.0_3_0.0_1_MAE_1_700_basis_pca_T_1_0_1
Fredformer,96,ECL,0.01,0.01,0.1,0.3,0.7,1.0,TST,100,5,32,64,300,1,0.0,3,5.0,MAE,1,basis,pca,T,1,0,0,0.15936146676540375,0.2565668225288391,/mnt/tidalfs-bdsz01/dataset/llm_dataset/plc_data/TransDF/results/meta_tune/Fredformer_ECL_96_0.3_0.7_0.01_0.01_0.1_TST_100_5_32_64_1.0_5.0_3_0.0_1_MAE_1_300_basis_pca_T_1_0_0
Fredformer,96,ECL,0.01,0.01,0.1,0.3,0.7,1.0,TST,100,5,32,64,300,1,0.0,3,5.0,MAE,1,basis,pca,T,1,0,1,0.15421698987483978,0.24986140429973602,/mnt/tidalfs-bdsz01/dataset/llm_dataset/plc_data/TransDF/results/meta_tune/Fredformer_ECL_96_0.3_0.7_0.01_0.01_0.1_TST_100_5_32_64_1.0_5.0_3_0.0_1_MAE_1_300_basis_pca_T_1_0_1
Fredformer,96,ECL,0.01,0.01,0.1,0.3,0.7,1.0,TST,100,5,32,64,500,1,0.0,3,5.0,MAE,1,basis,pca,T,1,0,0,0.16156169772148132,0.2559826374053955,/mnt/tidalfs-bdsz01/dataset/llm_dataset/plc_data/TransDF/results/meta_tune/Fredformer_ECL_96_0.3_0.7_0.01_0.01_0.1_TST_100_5_32_64_1.0_5.0_3_0.0_1_MAE_1_500_basis_pca_T_1_0_0
Fredformer,96,ECL,0.01,0.01,0.1,0.3,0.7,1.0,TST,100,5,32,64,500,1,0.0,3,5.0,MAE,1,basis,pca,T,1,0,1,0.1554158329963684,0.2514132559299469,/mnt/tidalfs-bdsz01/dataset/llm_dataset/plc_data/TransDF/results/meta_tune/Fredformer_ECL_96_0.3_0.7_0.01_0.01_0.1_TST_100_5_32_64_1.0_5.0_3_0.0_1_MAE_1_500_basis_pca_T_1_0_1
Fredformer,96,ECL,0.01,0.01,0.1,0.3,0.7,1.0,TST,100,5,32,64,700,1,0.0,3,5.0,MAE,1,basis,pca,T,1,0,0,0.16637761890888214,0.2640855014324188,/mnt/tidalfs-bdsz01/dataset/llm_dataset/plc_data/TransDF/results/meta_tune/Fredformer_ECL_96_0.3_0.7_0.01_0.01_0.1_TST_100_5_32_64_1.0_5.0_3_0.0_1_MAE_1_700_basis_pca_T_1_0_0
Fredformer,96,ECL,0.01,0.01,0.1,0.3,0.7,1.0,TST,100,5,32,64,700,1,0.0,3,5.0,MAE,1,basis,pca,T,1,0,1,0.1546839028596878,0.2496868222951889,/mnt/tidalfs-bdsz01/dataset/llm_dataset/plc_data/TransDF/results/meta_tune/Fredformer_ECL_96_0.3_0.7_0.01_0.01_0.1_TST_100_5_32_64_1.0_5.0_3_0.0_1_MAE_1_700_basis_pca_T_1_0_1
Fredformer,192,ECL,0.001,0.001,0.1,0.2,0.8,0.5,TST,100,5,32,64,300,1,0.0,3,5.0,MAE,1,basis,pca,T,1,0,0,0.15884371101856232,0.2527093291282654,/mnt/tidalfs-bdsz01/dataset/llm_dataset/plc_data/TransDF/results/meta_tune/Fredformer_ECL_192_0.2_0.8_0.001_0.001_0.1_TST_100_5_32_64_0.5_5.0_3_0.0_1_MAE_1_300_basis_pca_T_1_0_0
Fredformer,192,ECL,0.001,0.001,0.1,0.2,0.8,0.5,TST,100,5,32,64,300,1,0.0,3,5.0,MAE,1,basis,pca,T,1,0,1,0.1599864661693573,0.2518742084503174,/mnt/tidalfs-bdsz01/dataset/llm_dataset/plc_data/TransDF/results/meta_tune/Fredformer_ECL_192_0.2_0.8_0.001_0.001_0.1_TST_100_5_32_64_0.5_5.0_3_0.0_1_MAE_1_300_basis_pca_T_1_0_1
Fredformer,192,ECL,0.001,0.001,0.1,0.2,0.8,0.5,TST,100,5,32,64,500,1,0.0,3,5.0,MAE,1,basis,pca,T,1,0,0,0.1597120612859726,0.2531801164150238,/mnt/tidalfs-bdsz01/dataset/llm_dataset/plc_data/TransDF/results/meta_tune/Fredformer_ECL_192_0.2_0.8_0.001_0.001_0.1_TST_100_5_32_64_0.5_5.0_3_0.0_1_MAE_1_500_basis_pca_T_1_0_0
Fredformer,192,ECL,0.001,0.001,0.1,0.2,0.8,0.5,TST,100,5,32,64,500,1,0.0,3,5.0,MAE,1,basis,pca,T,1,0,1,0.15990056097507477,0.25214463472366333,/mnt/tidalfs-bdsz01/dataset/llm_dataset/plc_data/TransDF/results/meta_tune/Fredformer_ECL_192_0.2_0.8_0.001_0.001_0.1_TST_100_5_32_64_0.5_5.0_3_0.0_1_MAE_1_500_basis_pca_T_1_0_1
Fredformer,192,ECL,0.001,0.001,0.1,0.2,0.8,0.5,TST,100,5,32,64,700,1,0.0,3,5.0,MAE,1,basis,pca,T,1,0,0,0.1643301099538803,0.259002149105072,/mnt/tidalfs-bdsz01/dataset/llm_dataset/plc_data/TransDF/results/meta_tune/Fredformer_ECL_192_0.2_0.8_0.001_0.001_0.1_TST_100_5_32_64_0.5_5.0_3_0.0_1_MAE_1_700_basis_pca_T_1_0_0
Fredformer,192,ECL,0.001,0.001,0.1,0.2,0.8,0.5,TST,100,5,32,64,700,1,0.0,3,5.0,MAE,1,basis,pca,T,1,0,1,0.15890517830848694,0.2511027157306671,/mnt/tidalfs-bdsz01/dataset/llm_dataset/plc_data/TransDF/results/meta_tune/Fredformer_ECL_192_0.2_0.8_0.001_0.001_0.1_TST_100_5_32_64_0.5_5.0_3_0.0_1_MAE_1_700_basis_pca_T_1_0_1
Fredformer,192,ECL,0.001,0.001,0.1,0.2,0.8,1.0,TST,100,5,32,64,300,1,0.0,3,5.0,MAE,1,basis,pca,T,1,0,0,0.1583668738603592,0.2508707344532013,/mnt/tidalfs-bdsz01/dataset/llm_dataset/plc_data/TransDF/results/meta_tune/Fredformer_ECL_192_0.2_0.8_0.001_0.001_0.1_TST_100_5_32_64_1.0_5.0_3_0.0_1_MAE_1_300_basis_pca_T_1_0_0
Fredformer,192,ECL,0.001,0.001,0.1,0.2,0.8,1.0,TST,100,5,32,64,300,1,0.0,3,5.0,MAE,1,basis,pca,T,1,0,1,0.15980927646160126,0.25218212604522705,/mnt/tidalfs-bdsz01/dataset/llm_dataset/plc_data/TransDF/results/meta_tune/Fredformer_ECL_192_0.2_0.8_0.001_0.001_0.1_TST_100_5_32_64_1.0_5.0_3_0.0_1_MAE_1_300_basis_pca_T_1_0_1
Fredformer,192,ECL,0.001,0.001,0.1,0.2,0.8,1.0,TST,100,5,32,64,500,1,0.0,3,5.0,MAE,1,basis,pca,T,1,0,0,0.15978069603443146,0.2532269358634949,/mnt/tidalfs-bdsz01/dataset/llm_dataset/plc_data/TransDF/results/meta_tune/Fredformer_ECL_192_0.2_0.8_0.001_0.001_0.1_TST_100_5_32_64_1.0_5.0_3_0.0_1_MAE_1_500_basis_pca_T_1_0_0
Fredformer,192,ECL,0.001,0.001,0.1,0.2,0.8,1.0,TST,100,5,32,64,500,1,0.0,3,5.0,MAE,1,basis,pca,T,1,0,1,0.1590610295534134,0.250516802072525,/mnt/tidalfs-bdsz01/dataset/llm_dataset/plc_data/TransDF/results/meta_tune/Fredformer_ECL_192_0.2_0.8_0.001_0.001_0.1_TST_100_5_32_64_1.0_5.0_3_0.0_1_MAE_1_500_basis_pca_T_1_0_1
Fredformer,192,ECL,0.001,0.001,0.1,0.2,0.8,1.0,TST,100,5,32,64,700,1,0.0,3,5.0,MAE,1,basis,pca,T,1,0,0,0.1613231748342514,0.25421637296676636,/mnt/tidalfs-bdsz01/dataset/llm_dataset/plc_data/TransDF/results/meta_tune/Fredformer_ECL_192_0.2_0.8_0.001_0.001_0.1_TST_100_5_32_64_1.0_5.0_3_0.0_1_MAE_1_700_basis_pca_T_1_0_0
Fredformer,192,ECL,0.001,0.001,0.1,0.2,0.8,1.0,TST,100,5,32,64,700,1,0.0,3,5.0,MAE,1,basis,pca,T,1,0,1,0.15967196226119995,0.25127527117729187,/mnt/tidalfs-bdsz01/dataset/llm_dataset/plc_data/TransDF/results/meta_tune/Fredformer_ECL_192_0.2_0.8_0.001_0.001_0.1_TST_100_5_32_64_1.0_5.0_3_0.0_1_MAE_1_700_basis_pca_T_1_0_1
Fredformer,192,ECL,0.01,0.01,0.1,0.2,0.8,0.5,TST,100,5,32,64,300,1,0.0,3,5.0,MAE,1,basis,pca,T,1,0,0,0.18481382727622986,0.27997463941574097,/mnt/tidalfs-bdsz01/dataset/llm_dataset/plc_data/TransDF/results/meta_tune/Fredformer_ECL_192_0.2_0.8_0.01_0.01_0.1_TST_100_5_32_64_0.5_5.0_3_0.0_1_MAE_1_300_basis_pca_T_1_0_0
